# Water Recovery,Inlet Salinity,LCOW,SEC,Evaporator area,Compressor pressure ratio
6.412500e-01,3.500000e-02,3.483437e+00,1.322860e+01,8.303632e+02,1.322516e+00
6.412500e-01,7.000000e-02,3.519181e+00,1.346629e+01,8.739852e+02,1.329167e+00
6.450000e-01,3.500000e-02,3.479902e+00,1.320810e+01,8.363745e+02,1.321945e+00
6.450000e-01,7.000000e-02,3.516257e+00,1.345001e+01,8.804495e+02,1.328712e+00
6.487500e-01,3.500000e-02,3.476435e+00,1.318799e+01,8.423892e+02,1.321385e+00
6.487500e-01,7.000000e-02,3.513418e+00,1.343423e+01,8.869233e+02,1.328270e+00
6.525000e-01,3.500000e-02,3.473037e+00,1.316827e+01,8.484075e+02,1.320836e+00
6.525000e-01,7.000000e-02,3.510664e+00,1.341897e+01,8.934068e+02,1.327844e+00
6.562500e-01,3.500000e-02,3.469705e+00,1.314893e+01,8.544295e+02,1.320298e+00
6.562500e-01,7.000000e-02,3.507996e+00,1.340421e+01,8.999004e+02,1.327431e+00
6.600000e-01,3.500000e-02,3.466440e+00,1.312997e+01,8.604552e+02,1.319770e+00
6.600000e-01,7.000000e-02,3.505413e+00,1.338998e+01,9.064045e+02,1.327034e+00
6.637500e-01,3.500000e-02,3.463240e+00,1.311139e+01,8.664847e+02,1.319254e+00
6.637500e-01,7.000000e-02,3.502915e+00,1.337626e+01,9.129195e+02,1.326651e+00
6.675000e-01,3.500000e-02,3.460105e+00,1.309318e+01,8.725183e+02,1.318748e+00
6.675000e-01,7.000000e-02,3.500503e+00,1.336306e+01,9.194458e+02,1.326282e+00
6.712500e-01,3.500000e-02,3.457034e+00,1.307535e+01,8.785561e+02,1.318252e+00
6.712500e-01,7.000000e-02,3.498176e+00,1.335040e+01,9.259840e+02,1.325929e+00
6.750000e-01,3.500000e-02,3.454027e+00,1.305788e+01,8.845981e+02,1.317767e+00
6.750000e-01,7.000000e-02,3.495936e+00,1.333826e+01,9.325344e+02,1.325591e+00
6.787500e-01,3.500000e-02,3.451083e+00,1.304078e+01,8.906446e+02,1.317293e+00
6.787500e-01,7.000000e-02,3.493783e+00,1.332666e+01,9.390976e+02,1.325267e+00
6.825000e-01,3.500000e-02,3.448202e+00,1.302404e+01,8.966958e+02,1.316828e+00
6.825000e-01,7.000000e-02,3.491718e+00,1.331560e+01,9.456742e+02,1.324959e+00
6.862500e-01,3.500000e-02,3.445383e+00,1.300767e+01,9.027517e+02,1.316374e+00
6.862500e-01,7.000000e-02,3.489741e+00,1.330510e+01,9.522647e+02,1.324667e+00
6.900000e-01,3.500000e-02,3.442625e+00,1.299166e+01,9.088126e+02,1.315930e+00
6.900000e-01,7.000000e-02,3.487854e+00,1.329516e+01,9.588697e+02,1.324391e+00
6.937500e-01,3.500000e-02,3.439929e+00,1.297601e+01,9.148788e+02,1.315497e+00
6.937500e-01,7.000000e-02,3.486057e+00,1.328579e+01,9.654900e+02,1.324130e+00
6.975000e-01,3.500000e-02,3.437294e+00,1.296072e+01,9.209503e+02,1.315073e+00
6.975000e-01,7.000000e-02,3.484351e+00,1.327700e+01,9.721261e+02,1.323886e+00
7.012500e-01,3.500000e-02,3.434721e+00,1.294579e+01,9.270274e+02,1.314660e+00
7.012500e-01,7.000000e-02,3.482739e+00,1.326880e+01,9.787788e+02,1.323658e+00
7.050000e-01,3.500000e-02,3.432208e+00,1.293123e+01,9.331105e+02,1.314257e+00
7.050000e-01,7.000000e-02,3.481222e+00,1.326121e+01,9.854490e+02,1.323448e+00
7.087500e-01,3.500000e-02,3.429755e+00,1.291702e+01,9.391997e+02,1.313864e+00
7.087500e-01,7.000000e-02,nan,nan,nan,nan
7.125000e-01,3.500000e-02,3.427363e+00,1.290317e+01,9.452953e+02,1.313481e+00
7.125000e-01,7.000000e-02,3.478478e+00,1.324791e+01,9.988449e+02,1.323079e+00
7.162500e-01,3.500000e-02,3.425032e+00,1.288969e+01,9.513976e+02,1.313109e+00
7.162500e-01,7.000000e-02,3.477256e+00,1.324223e+01,1.005573e+03,1.322922e+00
7.200000e-01,3.500000e-02,3.422762e+00,1.287658e+01,9.575069e+02,1.312746e+00
7.200000e-01,7.000000e-02,3.476137e+00,1.323723e+01,1.012321e+03,1.322784e+00
7.237500e-01,3.500000e-02,3.420552e+00,1.286383e+01,9.636235e+02,1.312394e+00
