# boron_feed,boron_limit,LCOW,SEC,Recovery,RO1_Boron_rej,RO1_Feed_pH,HCl dose,RO2_Boron_rej,RO2_Feed_pH,NaOH dose,Mem Area RO1,Mem Area RO2,P1,P2
9.500000e-03,1.000000e-03,9.489878e-01,5.288610e+00,5.930887e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.823530e-01,9.732326e+00,1.815495e+01,1.073379e+02,9.818994e+01,6.897865e+06,6.897865e+06
9.500000e-03,2.400000e-03,9.404560e-01,5.287367e+00,5.927461e-01,5.000000e-01,5.500000e+00,6.034157e+01,6.619720e-01,8.523400e+00,4.458811e+00,1.074220e+02,9.814040e+01,6.892077e+06,6.892077e+06
1.000000e-02,3.000000e-04,9.646485e-01,5.290898e+00,5.937145e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.690722e-01,1.070212e+01,4.329948e+01,1.071842e+02,9.828043e+01,6.908467e+06,6.908467e+06
1.000000e-02,5.000000e-04,9.561087e-01,5.289650e+00,5.933737e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.473684e-01,1.035657e+01,2.958743e+01,1.072679e+02,9.823116e+01,6.902690e+06,6.902690e+06
1.000000e-02,1.000000e-03,9.494279e-01,5.288674e+00,5.931063e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.888889e-01,9.783152e+00,1.886155e+01,1.073336e+02,9.819249e+01,6.898164e+06,6.898164e+06
1.000000e-02,2.400000e-03,9.408691e-01,5.287427e+00,5.927627e-01,5.000000e-01,5.500000e+00,6.034157e+01,6.842106e-01,8.620215e+00,5.121905e+00,1.074179e+02,9.814280e+01,6.892358e+06,6.892358e+06
1.050000e-02,3.000000e-04,9.658265e-01,5.291070e+00,5.937614e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.705882e-01,1.073458e+01,4.519095e+01,1.071727e+02,9.828721e+01,6.909264e+06,6.909264e+06
1.050000e-02,5.000000e-04,9.567237e-01,5.289739e+00,5.933983e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.500000e-01,1.039117e+01,3.057494e+01,1.072619e+02,9.823471e+01,6.903106e+06,6.903106e+06
1.050000e-02,1.000000e-03,9.498435e-01,5.288735e+00,5.931230e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.947369e-01,9.830152e+00,1.952881e+01,1.073295e+02,9.819490e+01,6.898445e+06,6.898445e+06
1.050000e-02,2.400000e-03,9.413020e-01,5.287490e+00,5.927801e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.037038e-01,8.708090e+00,5.816845e+00,1.074136e+02,9.814532e+01,6.892652e+06,6.892652e+06
1.100000e-02,3.000000e-04,9.670511e-01,5.291249e+00,5.938102e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.719626e-01,1.076583e+01,4.715749e+01,1.071607e+02,9.829426e+01,6.910091e+06,6.910091e+06
1.100000e-02,5.000000e-04,9.573394e-01,5.289829e+00,5.934229e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.523810e-01,1.042369e+01,3.156350e+01,1.072558e+02,9.823827e+01,6.903523e+06,6.903523e+06
1.100000e-02,1.000000e-03,9.502391e-01,5.288793e+00,5.931388e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.000000e-01,9.873808e+00,2.016384e+01,1.073256e+02,9.819719e+01,6.898713e+06,6.898713e+06
1.100000e-02,2.400000e-03,9.417469e-01,5.287555e+00,5.927980e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.209303e-01,8.788340e+00,6.530915e+00,1.074092e+02,9.814791e+01,6.892954e+06,6.892954e+06
1.150000e-02,3.000000e-04,9.683230e-01,5.291435e+00,5.938608e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.732143e-01,1.079610e+01,4.919985e+01,1.071483e+02,9.830158e+01,6.910951e+06,6.910951e+06
1.150000e-02,5.000000e-04,9.579579e-01,5.289920e+00,5.934476e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.545455e-01,1.045439e+01,3.255649e+01,1.072498e+02,9.824184e+01,6.903941e+06,6.903941e+06
1.150000e-02,1.000000e-03,9.506192e-01,5.288848e+00,5.931540e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.047619e-01,9.914521e+00,2.077401e+01,1.073219e+02,9.819939e+01,6.898971e+06,6.898971e+06
1.150000e-02,2.400000e-03,9.421935e-01,5.287620e+00,5.928159e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.362638e-01,8.862023e+00,7.247935e+00,1.074048e+02,9.815050e+01,6.893257e+06,6.893257e+06
1.200000e-02,3.000000e-04,9.696348e-01,5.291627e+00,5.939130e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.743590e-01,1.082559e+01,5.130631e+01,1.071355e+02,9.830912e+01,6.911837e+06,6.911837e+06
1.200000e-02,5.000000e-04,9.585805e-01,5.290011e+00,5.934725e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.565217e-01,1.048347e+01,3.355609e+01,1.072437e+02,9.824544e+01,6.904363e+06,6.904363e+06
1.200000e-02,1.000000e-03,9.509863e-01,5.288902e+00,5.931688e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.090909e-01,9.952627e+00,2.136348e+01,1.073182e+02,9.820152e+01,6.899220e+06,6.899220e+06
1.200000e-02,2.400000e-03,9.426346e-01,5.287684e+00,5.928337e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.500001e-01,8.930003e+00,7.955967e+00,1.074005e+02,9.815307e+01,6.893556e+06,6.893556e+06
1.250000e-02,3.000000e-04,9.710041e-01,5.291828e+00,5.939674e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.754098e-01,1.085452e+01,5.350527e+01,1.071221e+02,9.831699e+01,6.912762e+06,6.912762e+06
1.250000e-02,5.000000e-04,9.592062e-01,5.290102e+00,5.934975e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.583333e-01,1.051111e+01,3.456081e+01,1.072375e+02,9.824905e+01,6.904786e+06,6.904786e+06
1.250000e-02,1.000000e-03,9.513416e-01,5.288954e+00,5.931830e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.130435e-01,9.988412e+00,2.193384e+01,1.073147e+02,9.820358e+01,6.899461e+06,6.899461e+06
1.250000e-02,2.400000e-03,9.430666e-01,5.287747e+00,5.928510e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.623763e-01,8.992994e+00,8.649503e+00,1.073962e+02,9.815558e+01,6.893849e+06,6.893849e+06
1.300000e-02,3.000000e-04,9.724467e-01,5.292039e+00,5.940247e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.763780e-01,1.088311e+01,5.582195e+01,1.071080e+02,9.832528e+01,6.913736e+06,6.913736e+06
1.300000e-02,5.000000e-04,9.598362e-01,5.290194e+00,5.935226e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.600000e-01,1.053746e+01,3.557226e+01,1.072314e+02,9.825268e+01,6.905212e+06,6.905212e+06
1.300000e-02,1.000000e-03,9.516865e-01,5.289004e+00,5.931968e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.166667e-01,1.002212e+01,2.248757e+01,1.073114e+02,9.820557e+01,6.899694e+06,6.899694e+06
1.300000e-02,2.400000e-03,9.434901e-01,5.287809e+00,5.928680e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.735849e-01,9.051587e+00,9.329368e+00,1.073921e+02,9.815804e+01,6.894137e+06,6.894137e+06
1.350000e-02,3.000000e-04,9.739770e-01,5.292263e+00,5.940855e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.772727e-01,1.091157e+01,5.827946e+01,1.070931e+02,9.833406e+01,6.914769e+06,6.914769e+06
1.350000e-02,5.000000e-04,9.604725e-01,5.290287e+00,5.935480e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.615385e-01,1.056267e+01,3.659393e+01,1.072251e+02,9.825636e+01,6.905643e+06,6.905643e+06
1.350000e-02,1.000000e-03,9.520227e-01,5.289053e+00,5.932103e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.200000e-01,1.005396e+01,2.302732e+01,1.073081e+02,9.820752e+01,6.899922e+06,6.899922e+06
1.350000e-02,2.400000e-03,9.439009e-01,5.287869e+00,5.928845e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.837838e-01,9.106282e+00,9.988697e+00,1.073880e+02,9.816042e+01,6.894415e+06,6.894415e+06
1.400000e-02,3.000000e-04,9.756164e-01,5.292504e+00,5.941505e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.781022e-01,1.094017e+01,6.091236e+01,1.070771e+02,9.834347e+01,6.915875e+06,6.915875e+06
1.400000e-02,5.000000e-04,9.611151e-01,5.290381e+00,5.935737e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.629630e-01,1.058684e+01,3.762576e+01,1.072188e+02,9.826006e+01,6.906078e+06,6.906078e+06
1.400000e-02,1.000000e-03,9.523520e-01,5.289101e+00,5.932234e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.230769e-01,1.008411e+01,2.355604e+01,1.073048e+02,9.820943e+01,6.900145e+06,6.900145e+06
1.400000e-02,2.400000e-03,9.442936e-01,5.287926e+00,5.929003e-01,5.000000e-01,5.500000e+00,6.034157e+01,7.931035e-01,9.157503e+00,1.061923e+01,1.073841e+02,9.816270e+01,6.894682e+06,6.894682e+06
1.450000e-02,3.000000e-04,9.773964e-01,5.292764e+00,5.942211e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.788732e-01,1.096921e+01,6.377099e+01,1.070598e+02,9.835367e+01,6.917076e+06,6.917076e+06
1.450000e-02,5.000000e-04,9.617602e-01,5.290475e+00,5.935994e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.642857e-01,1.061008e+01,3.866156e+01,1.072125e+02,9.826378e+01,6.906514e+06,6.906514e+06
1.450000e-02,1.000000e-03,9.526772e-01,5.289149e+00,5.932365e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.259259e-01,1.011273e+01,2.407820e+01,1.073016e+02,9.821131e+01,6.900366e+06,6.900366e+06
1.450000e-02,2.400000e-03,9.446698e-01,5.287981e+00,5.929154e-01,5.000000e-01,5.500000e+00,6.034157e+01,8.016529e-01,9.205610e+00,1.122305e+01,1.073804e+02,9.816489e+01,6.894937e+06,6.894937e+06
1.500000e-02,3.000000e-04,9.793563e-01,5.293052e+00,5.942988e-01,5.000000e-01,5.500000e+00,6.034157e+01,9.795918e-01,1.099911e+01,6.691870e+01,1.070407e+02,9.836490e+01,6.918398e+06,6.918398e+06
