# Feed Mass Frac,# Mono to Di Ratio,Temperature,Density,Enthalpy,Vapor Pressure
3.500000e-02,2.000000e+00,3.181500e+02,1.026566e+03,-1.768511e+05,9.249069e+03
3.500000e-02,2.000000e+00,3.281500e+02,1.021441e+03,-2.165213e+05,1.518106e+04
3.500000e-02,2.000000e+00,3.381500e+02,1.014689e+03,-2.564373e+05,2.407320e+04
3.500000e-02,2.000000e+00,3.481500e+02,1.008953e+03,-2.962825e+05,3.704954e+04
3.500000e-02,2.000000e+00,3.581500e+02,1.002774e+03,-3.362641e+05,5.544134e+04
3.500000e-02,2.000000e+00,3.681500e+02,9.961743e+02,-3.764306e+05,8.085848e+04
3.500000e-02,4.000000e+00,2.981500e+02,1.032485e+03,-9.809490e+04,3.053458e+03
3.500000e-02,4.000000e+00,3.081500e+02,1.028641e+03,-1.376639e+05,5.420990e+03
3.500000e-02,4.000000e+00,3.181500e+02,1.024143e+03,-1.773447e+05,9.235824e+03
3.500000e-02,4.000000e+00,3.281500e+02,1.018734e+03,-2.171571e+05,1.515651e+04
3.500000e-02,4.000000e+00,3.381500e+02,1.013454e+03,-2.569941e+05,2.405498e+04
3.500000e-02,4.000000e+00,3.481500e+02,1.007702e+03,-2.969338e+05,3.702069e+04
3.500000e-02,4.000000e+00,3.581500e+02,1.001510e+03,-3.370114e+05,5.539703e+04
3.500000e-02,4.000000e+00,3.681500e+02,9.956019e+02,-3.771477e+05,8.082735e+04
5.000000e-02,2.500000e-01,2.981500e+02,1.065027e+03,-9.357843e+04,3.051144e+03
5.000000e-02,2.500000e-01,3.081500e+02,1.061251e+03,-1.314793e+05,5.418579e+03
5.000000e-02,2.500000e-01,3.181500e+02,1.056886e+03,-1.694742e+05,9.234848e+03
5.000000e-02,2.500000e-01,3.281500e+02,1.051981e+03,-2.075223e+05,1.516334e+04
5.000000e-02,2.500000e-01,3.381500e+02,1.046576e+03,-2.456092e+05,2.406992e+04
5.000000e-02,2.500000e-01,3.481500e+02,1.040701e+03,-2.837416e+05,3.704990e+04
5.000000e-02,2.500000e-01,3.581500e+02,1.034384e+03,-3.219428e+05,5.544971e+04
5.000000e-02,2.500000e-01,3.681500e+02,1.027645e+03,-3.602499e+05,8.088134e+04
5.000000e-02,5.000000e-01,2.981500e+02,1.061335e+03,-9.401129e+04,3.044163e+03
5.000000e-02,5.000000e-01,3.081500e+02,1.057522e+03,-1.320855e+05,5.405856e+03
5.000000e-02,5.000000e-01,3.181500e+02,1.053128e+03,-1.702581e+05,9.212667e+03
5.000000e-02,5.000000e-01,3.281500e+02,1.048201e+03,-2.084905e+05,1.512617e+04
5.000000e-02,5.000000e-01,3.381500e+02,1.042776e+03,-2.467702e+05,2.400981e+04
5.000000e-02,5.000000e-01,3.481500e+02,1.036884e+03,-2.851056e+05,3.695575e+04
5.000000e-02,5.000000e-01,3.581500e+02,1.030551e+03,-3.235222e+05,5.530647e+04
5.000000e-02,5.000000e-01,3.681500e+02,1.023795e+03,-3.620591e+05,8.066918e+04
5.000000e-02,1.000000e+00,2.981500e+02,1.056798e+03,-9.453409e+04,3.035822e+03
5.000000e-02,1.000000e+00,3.081500e+02,1.052937e+03,-1.328193e+05,5.390712e+03
5.000000e-02,1.000000e+00,3.181500e+02,1.048509e+03,-1.712081e+05,9.186357e+03
5.000000e-02,1.000000e+00,3.281500e+02,1.043555e+03,-2.096636e+05,1.508223e+04
5.000000e-02,1.000000e+00,3.381500e+02,1.038110e+03,-2.481751e+05,2.393896e+04
5.000000e-02,1.000000e+00,3.481500e+02,1.032201e+03,-2.867531e+05,3.684511e+04
5.000000e-02,1.000000e+00,3.581500e+02,1.025853e+03,-3.254249e+05,5.513867e+04
5.000000e-02,1.000000e+00,3.681500e+02,1.019083e+03,-3.642318e+05,8.042133e+04
5.000000e-02,2.000000e+00,2.981500e+02,1.052354e+03,-9.503358e+04,3.027878e+03
5.000000e-02,2.000000e+00,3.081500e+02,1.048447e+03,-1.335221e+05,5.376344e+03
5.000000e-02,2.000000e+00,3.181500e+02,1.043988e+03,-1.721180e+05,9.161487e+03
5.000000e-02,2.000000e+00,3.281500e+02,1.039011e+03,-2.107856e+05,1.504083e+04
5.000000e-02,2.000000e+00,3.381500e+02,1.033551e+03,-2.495155e+05,2.387242e+04
5.000000e-02,2.000000e+00,3.481500e+02,1.027632e+03,-2.883190e+05,3.674151e+04
5.000000e-02,2.000000e+00,3.581500e+02,1.021278e+03,-3.272246e+05,5.498195e+04
5.000000e-02,2.000000e+00,3.681500e+02,1.014507e+03,-3.662745e+05,8.019047e+04
5.000000e-02,4.000000e+00,2.981500e+02,1.048872e+03,-9.541368e+04,3.021769e+03
5.000000e-02,4.000000e+00,3.081500e+02,1.044933e+03,-1.340577e+05,5.365324e+03
5.000000e-02,4.000000e+00,3.181500e+02,1.040451e+03,-1.728110e+05,9.142450e+03
5.000000e-02,4.000000e+00,3.281500e+02,1.035462e+03,-2.116383e+05,1.500919e+04
5.000000e-02,4.000000e+00,3.381500e+02,1.029995e+03,-2.505302e+05,2.382164e+04
5.000000e-02,4.000000e+00,3.481500e+02,1.024076e+03,-2.894982e+05,3.666253e+04
5.000000e-02,4.000000e+00,3.581500e+02,1.017726e+03,-3.285707e+05,5.486256e+04
5.000000e-02,4.000000e+00,3.681500e+02,1.010963e+03,-3.677898e+05,8.001463e+04
1.000000e-01,2.500000e-01,2.981500e+02,1.138273e+03,-8.366378e+04,2.965676e+03
1.000000e-01,2.500000e-01,3.081500e+02,1.133682e+03,-1.180327e+05,5.269494e+03
1.000000e-01,2.500000e-01,3.181500e+02,1.128767e+03,-1.524915e+05,8.986508e+03
1.000000e-01,2.500000e-01,3.281500e+02,1.123861e+03,-1.868872e+05,1.476951e+04
1.000000e-01,2.500000e-01,3.381500e+02,1.118407e+03,-2.212268e+05,2.346560e+04
1.000000e-01,2.500000e-01,3.481500e+02,1.112664e+03,-2.554480e+05,3.615453e+04
1.000000e-01,2.500000e-01,3.581500e+02,1.106649e+03,-2.895330e+05,5.416544e+04
1.000000e-01,2.500000e-01,3.681500e+02,1.100381e+03,-3.234743e+05,7.909409e+04
1.000000e-01,5.000000e-01,2.981500e+02,1.130186e+03,-8.452202e+04,2.951589e+03
1.000000e-01,5.000000e-01,3.081500e+02,1.125555e+03,-1.192341e+05,5.243587e+03
1.000000e-01,5.000000e-01,3.181500e+02,1.120635e+03,-1.540436e+05,8.941030e+03
1.000000e-01,5.000000e-01,3.281500e+02,1.115411e+03,-1.888484e+05,1.468986e+04
1.000000e-01,5.000000e-01,3.381500e+02,1.109882e+03,-2.235924e+05,2.333469e+04
1.000000e-01,5.000000e-01,3.481500e+02,1.104059e+03,-2.582463e+05,3.594613e+04
1.000000e-01,5.000000e-01,3.581500e+02,1.097956e+03,-2.927984e+05,5.384309e+04
1.000000e-01,5.000000e-01,3.681500e+02,1.091590e+03,-3.272476e+05,7.860843e+04
1.000000e-01,1.000000e+00,2.981500e+02,1.120214e+03,-8.554711e+04,2.934582e+03
1.000000e-01,1.000000e+00,3.081500e+02,1.115459e+03,-1.206824e+05,5.212349e+03
1.000000e-01,1.000000e+00,3.181500e+02,1.110437e+03,-1.559305e+05,8.886096e+03
1.000000e-01,1.000000e+00,3.281500e+02,1.105119e+03,-1.911945e+05,1.459693e+04
1.000000e-01,1.000000e+00,3.381500e+02,1.099501e+03,-2.264238e+05,2.318288e+04
1.000000e-01,1.000000e+00,3.481500e+02,1.093586e+03,-2.615954e+05,3.570579e+04
1.000000e-01,1.000000e+00,3.581500e+02,1.087384e+03,-2.967042e+05,5.347333e+04
1.000000e-01,1.000000e+00,3.681500e+02,1.080907e+03,-3.317570e+05,7.805418e+04
1.000000e-01,2.000000e+00,2.981500e+02,1.110584e+03,-8.648753e+04,2.918413e+03
1.000000e-01,2.000000e+00,3.081500e+02,1.105708e+03,-1.220195e+05,5.182919e+03
1.000000e-01,2.000000e+00,3.181500e+02,1.100590e+03,-1.576768e+05,8.834780e+03
1.000000e-01,2.000000e+00,3.281500e+02,1.095192e+03,-1.933658e+05,1.451082e+04
1.000000e-01,2.000000e+00,3.381500e+02,1.089501e+03,-2.290397e+05,2.304328e+04
1.000000e-01,2.000000e+00,3.481500e+02,1.083515e+03,-2.646801e+05,3.548645e+04
1.000000e-01,2.000000e+00,3.581500e+02,1.077239e+03,-3.002870e+05,5.313833e+04
1.000000e-01,2.000000e+00,3.681500e+02,1.070682e+03,-3.358731e+05,7.755563e+04
1.000000e-01,4.000000e+00,2.981500e+02,1.103160e+03,-8.716007e+04,2.905820e+03
1.000000e-01,4.000000e+00,3.081500e+02,1.098196e+03,-1.229818e+05,5.160150e+03
1.000000e-01,4.000000e+00,3.181500e+02,1.093013e+03,-1.589355e+05,8.795313e+03
1.000000e-01,4.000000e+00,3.281500e+02,1.087566e+03,-1.949278e+05,1.444495e+04
1.000000e-01,4.000000e+00,3.381500e+02,1.081835e+03,-2.309132e+05,2.293706e+04
1.000000e-01,4.000000e+00,3.481500e+02,1.075816e+03,-2.668748e+05,3.532037e+04
1.000000e-01,4.000000e+00,3.581500e+02,1.069511e+03,-3.028148e+05,5.288592e+04
1.000000e-01,4.000000e+00,3.681500e+02,1.062925e+03,-3.387480e+05,7.718184e+04
